Path;Class
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\50.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\6.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\7.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\8.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgAverageingBlur-4.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgClosing-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgCrop-40x40.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgDilation-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgErosion-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgGaussianBlur-0.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgGaussianBlur-0.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgMedianBlur-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgMultiply-1.251.251.25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgMultiply-1.2511.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgMultiply-1.51.51.5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgOpening-1.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgOpening-3.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-0.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-15.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-180.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-20.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-25.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-45.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-5.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-50.jpg;3
?D:\Class_NN\Class_preprocessing_4400\3\9.jpgRotation-90.jpg;3
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\1.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\10.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\11.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\12.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\13.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\14.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\15.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\16.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\17.jpgRotation-90.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgAverageingBlur-4.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgClosing-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgCrop-40x40.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgDilation-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgErosion-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgGaussianBlur-0.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgGaussianBlur-0.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgMedianBlur-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgMultiply-1.251.251.25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgMultiply-1.2511.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgMultiply-1.51.51.5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgOpening-1.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgOpening-3.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-0.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-15.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-180.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-20.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-25.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-45.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-5.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-50.jpg;4
?D:\Class_NN\Class_preprocessing_4400\4\18.jpgRotation-90.jpg;4
